Year,Date_of_capture,Pass,Latitude,Longitude,Depth_m,Region,SEX,Length,Length_manual,Length_manual_2,Wt_kg,Age,Certainty,Biological_maturity,Functional_maturity,Prop_atresia,Oocyte_1,Oocyte_2,Oocyte_3,Oocyte_4_1,Oocyte_4_2,Oocyte_5,Oocyte_6,Oocyte_7,Oocyte_8,Oocyte_9,Oocyte_10,POFs,Spawning,Spent,SLIDE_IDENTIFIER,highest_o_stage,Max_mat_stage
2012,8/19/2012,2,45.4042875,-124.5311875,410.1,1,f,22,22,22,0.14,8,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2858,3,2
2012,7/3/2012,1,35.02146115,-121.1356959,551.2,2,f,22,22,22,0.16,14,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2790,3,2
2012,7/1/2012,1,35.93396677,-121.5740541,427.8,2,f,22,22,22,0.18,7,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,4316,3,2
2012,10/14/2012,2,33.08481083,-118.7077925,490.6,2,f,22,22,22,0.16,14,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3042,3,2
2012,9/28/2012,2,37.03460567,-122.6926592,474.1,2,f,22,22,22,0.16,12,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2818,3,2
2012,10/10/2012,2,33.81778474,-120.1910723,465.6,2,f,22,22,22,0.16,16,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3025,3,2
2013,6/12/2013,1,43.41282423,-124.7181235,450.8,1,f,22,22,22,0.18,,1,1,0,0.02,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,6105,4.1,3
2013,7/7/2013,1,34.92329876,-121.0764174,433.1,2,f,22,22,22,0.14,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6022,3,2
2014,9/6/2014,2,44.83486143,-124.7909624,414.1,1,f,22,22,22,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8728,3,2
2014,6/11/2014,1,43.24840261,-124.7959536,397.3,1,f,22,22,22,0.16,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8710,3,2
2014,6/6/2014,1,45.23713641,-124.5329401,434,1,f,22,22,22,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8345,3,2
2014,6/8/2014,1,45.03222179,-124.522959,388.7,1,f,22,22,22,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8314,3,2
2014,9/6/2014,2,44.86554237,-124.8693339,424.8,1,f,22,22,22,0.16,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8735,3,2
2015,10/3/2015 0:00,2,35.09564194,-121.0743057,502.54,2,f,22,22,22,0.18,,1,1,1,0.15,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,0,0,11594,4.2,3
2015,7/1/2015 0:00,1,37.2092764,-122.9034214,400.17,2,f,22,22,22,0.16,,1,1,1,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,1,11321,11,7
2015,9/13/2015 0:00,2,42.77053229,-124.759882,380.83,1,f,22,22,22,0.18,,1,1,0,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11844,4.1,3
2015,9/21/2015 0:00,2,39.37754172,-124.0071518,462.46,2,f,22,22,22,0.16,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,12161,4.1,3
2015,7/1/2015 0:00,1,37.2092764,-122.9034214,400.17,2,f,22,22,22,0.16,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11323,4.1,3
2015,8/24/2015 0:00,2,46.63855944,-124.8094389,447.42,1,f,22,22,22,0.16,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,12159,3,2
2015,6/20/2015 0:00,1,41.26716083,-124.4343633,374.29,1,f,22,22,22,0.16,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8924,3,2
2015,6/1/2015 0:00,1,45.09751917,-124.6072008,413.4,1,f,22,22,22,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8766,3,2
2015,6/19/2015 0:00,1,41.81578167,-124.5206983,407.17,1,f,22,22,22,0.18,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8663,3,2
2015,7/16/2015 0:00,1,32.68939496,-118.4182662,459.6,2,f,22,22,22,0.14,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11931,3,2
2016,6/8/2016 9:00,1,43.68461177,-124.6682683,406.2,1,F,22,22,22,0.16,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8074048,3,2
2016,6/18/2016 19:23,1,40.56996468,-124.6992329,463.2,1,F,21.5,21.5,21.5,0.16,,1,0,0,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8107025,3,2
2016,5/22/2016 9:46,1,45.56223145,-124.7072351,453.9,1,F,21.5,21.5,21.5,0.14,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20006011,3,2
2012,8/19/2012,2,45.33048125,-124.72884,522.8,1,f,21,21,21,0.14,10,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2878,3,2
2012,7/5/2012,1,34.7284353,-121.1789127,544.7,2,f,21,21,21,0.12,10,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2785,3,2
2012,9/6/2012,2,43.82364587,-124.7108209,400.4,1,f,21,21,21,0.14,8,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2841,3,2
2012,9/6/2012,2,43.58712672,-124.6801944,434.9,1,f,21,21,21,0.14,6,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2980,3,2
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,21,21,21,0.12,12,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2988,3,2
2012,10/10/2012,2,33.81778474,-120.1910723,465.6,2,f,21,21,21,0.16,14,1,0,0,0.01,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,3033,2,1
2013,7/6/2013,1,35.83624965,-121.5307786,420.1,2,f,21,21,21,0.16,,1,0,0,0.2,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6045,3,2
2013,6/2/2013,1,45.1915393,-124.3940273,379.3,1,f,21,21,21,0.12,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,3057,3,2
2013,7/7/2013,1,34.92329876,-121.0764174,433.1,2,f,21,21,21,0.12,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6019,3,2
2013,9/6/2013,2,44.81019146,-124.8476813,438.3,1,f,21,21,21,0.14,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6323,3,2
2013,9/6/2013,2,44.81019146,-124.8476813,438.3,1,f,21,21,21,0.16,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6288,3,2
2014,9/6/2014,2,44.83486143,-124.7909624,414.1,1,f,21,21,21,0.18,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8744,3,2
2014,9/27/2014,2,35.76714763,-121.510497,440.9,2,f,21,21,21,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6757,3,2
2015,7/2/2015 0:00,1,36.7966275,-122.20696,462.44,2,f,21,21,21,0.16,,1,1,0,0.2,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11137,4.1,3
2015,7/5/2015 0:00,1,35.25919165,-121.109018,434.56,2,f,21,21,21,0.16,,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11063,3,2
2015,8/22/2015 0:00,2,44.64665333,-124.8538402,403.68,1,f,21,21,21,0.1,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11736,3,2
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,21,21,21,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8930,3,2
2015,7/6/2015 0:00,1,34.84374538,-121.0533019,456.33,2,f,21,21,21,0.14,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11170,3,2
2016,6/3/2016 14:47,1,44.85324335,-124.8244662,366,1,F,20.5,20.5,20.5,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20049005.3,3,2
2016,7/2/2016 8:48,1,35.59719018,-121.4121957,473.8,2,F,20.5,20.5,20.5,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,0,20136115,3,2
2012,8/19/2012,2,45.33048125,-124.72884,522.8,1,f,20,20,20,0.12,11,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2879,3,2
2012,9/2/2012,2,44.50917451,-124.9121836,451.5,1,f,20,20,20,0.12,8,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2992,3,2
2012,10/3/2012,2,35.17835115,-121.0538886,424.8,2,f,20,20,20,0.12,7,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2405,3,2
2012,8/19/2012,2,45.40675083,-124.5754329,390.1,1,f,20,20,20,0.12,7,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2857,3,2
2012,8/19/2012,2,45.40675083,-124.5754329,390.1,1,f,20,20,20,0.12,7,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2863,3,2
2012,9/2/2012,2,44.41232972,-124.9700471,668.4,1,f,20,20,20,0.12,10,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2981,3,2
2013,7/6/2013,1,35.83624965,-121.5307786,420.1,2,f,20,20,20,0.12,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6049,3,2
2013,9/30/2013,1,37.27746439,-122.9643182,475.2,2,f,20,20,20,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6481,3,2
2014,6/11/2014,1,43.24840261,-124.7959536,397.3,1,f,20,20,20,0.14,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8472,3,2
2014,7/1/2014,1,37.30951516,-122.9227246,363,2,f,20,20,20,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6838,3,2
2014,7/18/2014,1,32.6786284,-117.7828107,450.7,2,f,20,20,20,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8672,3,2
2015,10/1/2015 0:00,2,35.59578053,-121.3938624,446.54,2,f,20,20,20,0.12,,1,1,0,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11846,4.1,3
2015,10/5/2015 0:00,2,34.92525165,-121.0602796,437.74,2,f,20,20,20,0.14,,1,1,0,0.1,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11558,4.1,3
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,20,20,20,0.12,,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8737,3,2
2015,7/1/2015 0:00,1,37.2092764,-122.9034214,400.17,2,f,20,20,20,0.12,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11302,3,2
2015,7/1/2015 0:00,1,37.03061917,-122.6826275,445.89,2,f,20,20,20,0.14,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11285,3,2
2015,7/16/2015 0:00,1,32.68939496,-118.4182662,459.6,2,f,20,20,20,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11907,3,2
2015,6/1/2015 0:00,1,45.1679974,-124.3932318,368.07,1,f,20,20,20,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,9023,3,2
2015,7/5/2015 0:00,1,35.28261652,-121.1689106,474.12,2,f,20,20,20,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11024,3,2
2016,5/24/2016 9:57,1,46.92808361,-125.0003865,407,1,F,20,20,20,0.14,,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20016025.2,3,2
2016,7/14/2016 15:26,1,32.73278632,-120.0673052,513.8,2,F,19.5,19.5,19.5,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20182064,3,2
2012,9/28/2012,2,37.03460567,-122.6926592,474.1,2,f,19,19,19,0.1,5,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2815,3,2
2012,9/28/2012,2,37.03460567,-122.6926592,474.1,2,f,19,19,19,0.1,6,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2816,3,2
2012,10/3/2012,2,35.17835115,-121.0538886,424.8,2,f,19,19,19,0.08,7,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2426,3,2
2012,7/5/2012,1,34.8622409,-121.2966302,437.4,2,f,19,19,19,0.1,8,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2986,3,2
2012,6/4/2012,1,45.60369065,-124.6774138,412.1,1,f,19,19,19,0.1,6,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2528,3,2
2013,8/24/2013,2,45.20298532,-124.6422968,368.6,1,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6518,3,2
2014,7/1/2014,1,37.2800878,-122.9417445,416.7,2,f,19,19,19,0.1,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8372,3,2
2014,7/5/2014,1,35.27571928,-121.1646408,476.3,2,f,19,19,19,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8541,3,2
2014,7/14/2014,1,34.26628583,-120.5747675,508.3,2,f,19,19,19,0.1,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8596,3,2
2014,10/13/2014,2,33.37177738,-117.9695591,459.5,2,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8512,3,2
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,19,19,19,0.12,,1,0,0,0.1,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11078,3,2
2015,7/6/2015 0:00,1,34.84374538,-121.0533019,456.33,2,f,19,19,19,0.14,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11172,3,2
2015,7/1/2015 0:00,1,37.03061917,-122.6826275,445.89,2,f,19,19,19,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11313,3,2
2015,6/1/2015 0:00,1,45.03861833,-124.69186,375.57,1,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8741,3,2
2015,6/6/2015 0:00,1,44.70712794,-124.8049996,414.7,1,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8828,3,2
2015,6/20/2015 0:00,1,41.26716083,-124.4343633,374.29,1,f,19,19,19,0.12,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8380,3,2
2015,6/22/2015 0:00,1,39.44882099,-124.00755,472.79,2,f,19,19,19,0.14,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11680,3,2
2015,9/21/2015 0:00,2,39.37754172,-124.0071518,462.46,2,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,12173,3,2
2015,10/13/2015 0:00,2,33.81655766,-120.1640828,446.2,2,f,19,19,19,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11444,3,2
2016,7/2/2016 8:48,1,35.59719018,-121.4121957,473.8,2,F,19,19,19,0.1,,1,0,0,0.03,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20136116,3,2
2016,6/3/2016 14:47,1,44.85324335,-124.8244662,366,1,F,19,19,19,0.12,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20049005.2,3,2
2016,7/14/2016 10:56,1,33.14705098,-120.3486287,530.4,2,F,18.5,18.5,18.5,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20181057,3,2
2012,10/3/2012,2,35.17835115,-121.0538886,424.8,2,f,18,18,18,0.08,5,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2438,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,18,18,18,0.08,6,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2774,3,2
2012,6/12/2012,1,43.0987782,-124.8871322,377.3,1,f,18,18,18,0.1,4,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2742,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,18,18,18,0.08,6,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2736,3,2
2013,9/30/2013,2,37.27746439,-122.9643182,475.2,2,f,18,18,18,0.1,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6206,3,2
2014,9/6/2014,2,44.86554237,-124.8693339,424.8,1,f,18,18,18,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8756,3,2
2014,6/13/2014,1,43.25872877,-124.8875168,466.1,1,f,18,18,18,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6952,3,2
2014,6/11/2014,1,43.24840261,-124.7959536,397.3,1,f,18,18,18,0.09,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8557,3,2
2015,7/1/2015 0:00,1,37.03061917,-122.6826275,445.89,2,f,18,18,18,0.1,,1,1,0,0.05,Y,Y,Y,Y,N,N,N,N,N,N,N,N,0,0,11315,4.1,3
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,18,18,18,0.08,,1,0,0,0.15,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11047,3,2
2015,6/6/2015 0:00,1,44.79712167,-124.86745,456.11,1,f,18,18,18,0.08,,1,0,0,0.05,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8736,3,2
2015,6/1/2015 0:00,1,45.1679974,-124.3932318,368.07,1,f,18,18,18,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8992,3,2
2015,9/29/2015 0:00,2,36.53558393,-122.0319479,477.77,2,f,18,18,18,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11595,3,2
2015,7/5/2015 0:00,1,35.21353333,-121.0841825,448.62,2,f,18,18,18,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,41152,3,2
2015,7/6/2015 0:00,1,34.81150314,-121.0543578,465.34,2,f,18,18,18,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11630,3,2
2016,6/29/2016 11:01,1,37.27703959,-122.9630357,469.9,2,F,18,18,18,0.1,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20123084,3,2
2016,6/30/2016 14:37,1,36.35424248,-122.1015791,445.1,2,F,17.5,17.5,17.5,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,Y,0,0,8141076,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,17,17,17,0.06,7,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2732,3,2
2013,8/24/2013,2,45.20298532,-124.6422968,368.6,1,f,17,17,17,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6397,3,2
2014,6/8/2014,1,45.03222179,-124.522959,388.7,1,f,17,17,17,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8318,3,2
2014,7/1/2014,1,37.30951516,-122.9227246,363,2,f,17,17,17,0.08,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6786,3,2
2014,10/11/2014,2,32.69279256,-118.4181972,426.3,2,f,17,17,17,0.06,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8651,3,2
2015,6/21/2015 0:00,1,39.77547291,-124.0964472,433.5,2,f,17,17,17,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11017,3,2
2015,7/5/2015 0:00,1,34.76335583,-121.29039,552.5,2,f,17,17,17,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11130,3,2
2015,7/16/2015 0:00,1,32.68939496,-118.4182662,459.6,2,f,17,17,17,0.08,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11929,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,16,16,16,0.06,3,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2734,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,16,16,16,0.06,6,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2729,3,2
2012,6/12/2012,1,43.0987782,-124.8871322,377.3,1,f,16,16,16,0.06,4,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2752,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,16,16,16,0.06,8,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2745,3,2
2012,7/3/2012,1,34.71975242,-120.9841594,419.2,2,f,16,16,16,0.06,6,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2766,3,2
2013,8/24/2013,2,45.20298532,-124.6422968,368.6,1,f,16,16,16,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6396,3,2
2014,10/11/2014,2,32.69279256,-118.4181972,426.3,2,f,16,16,16,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8687,3,2
2014,10/13/2014,2,33.37177738,-117.9695591,459.5,2,f,16,16,16,0.06,,1,0,0,0,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,8485,2,1
2015,7/5/2015 0:00,1,35.25919165,-121.109018,434.56,2,f,16,16,16,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11019,3,2
2016,5/24/2016 9:57,1,46.92808361,-125.0003865,407,1,F,16,16,16,0.04,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20016025.1,3,2
2012,10/3/2012,2,35.17835115,-121.0538886,424.8,2,f,15,15,15,0.04,4,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,2410,3,2
2014,10/10/2014,2,33.52479791,-118.7566832,389.3,2,f,15,15,15,0.04,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,8638,3,2
2014,10/10/2014,2,33.52479791,-118.7566832,389.3,2,f,15,15,15,0.04,,1,0,0,0,Y,Y,N,N,N,N,N,N,N,N,N,N,0,0,8666,2,1
2015,9/21/2015 0:00,2,39.37754172,-124.0071518,462.46,2,f,15,15,15,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11557,3,2
2015,6/25/2015 0:00,1,38.37617667,-123.5867942,380.39,2,f,15,15,15,0.06,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11335,3,2
2015,6/25/2015 0:00,1,38.37617667,-123.5867942,380.39,2,f,15,15,15,0.05,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11336,3,2
2015,10/15/2015 0:00,2,32.80136506,-117.8522368,402.33,2,f,15,15,15,0.03,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11995,3,2
2015,7/16/2015 0:00,1,32.68939496,-118.4182662,459.6,2,f,15,15,15,0.04,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11860,3,2
2016,7/11/2016 12:57,1,34.12524585,-120.0661399,392.9,2,F,15,15,15,0.06,,1,0,0,0.02,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20164021,3,2
2016,7/2/2016 14:25,1,35.37943075,-121.2101536,390.3,2,F,15,15,15,0.04,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,20138121,3,2
2015,7/16/2015 0:00,1,32.68939496,-118.4182662,459.6,2,f,13,13,13,0.02,,1,0,0,0.01,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,11836,3,2
2013,8/24/2013,2,45.20298532,-124.6422968,368.6,1,f,11,11,11,0.02,,1,0,0,0,Y,Y,Y,N,N,N,N,N,N,N,N,N,0,0,6298,3,2
,,,,,,,,,,,,19.09099425,,,,,,,,,,,,,,,,,,,,,
